loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,total_acc,loan_paid_back
1055.71,36,10.11,398.68,214414.65,4.45,10,39,1
18533.75,60,12.07,1091.24,89576.72,29.6,12,12,1
33637.67,60,7.86,1419.77,,31.62,15,7,1
23320.29,36,20.51,826.42,54706.47,23.39,22,28,1
39969.08,36,9.75,1096.62,136948.22,14.07,24,41,1
12187.02,36,6.37,1034.86,206302.15,9.45,10,28,1
11937.75,60,13.7,1499.09,33204.9,32.36,18,27,1
7230.23,60,12.83,1198.66,211363.36,4.27,12,26,1
7398.48,36,8.55,952.64,184697.11,38.98,4,6,1
12122.28,36,7.67,199.28,27939.39,31.16,5,17,1
31920.76,60,22.93,563.11,44448.03,27.62,6,13,1
36324.51,60,6.36,398.53,37394.89,39.55,24,27,1
39028.4,60,6.99,1284.9,176168.39,27.55,12,29,1
10059.3,60,9.9,685.87,149036.81,4.16,14,26,0
35370.6,60,24.06,816.89,102537.41,12.9,10,45,0
13801.95,36,6.71,1448.29,40311.66,23.42,10,38,1
5400.78,60,21.32,1259.93,110385.75,23.02,8,24,1
34930.97,60,22.84,1191.04,176899.81,0.4,7,45,0
25808.12,36,12.56,239.06,41484.7,10.4,8,21,1
7424.5,60,10.88,63.47,217014.54,29.45,12,44,1
17763.42,60,18.55,214.56,34468.98,26.38,14,32,0
12203.05,36,19.05,1118.22,159884.56,35.9,2,45,1
29734.99,60,20.6,633.76,63503.97,38.41,5,19,0
18683.23,36,21.61,202.68,41077.13,34.78,6,18,0
39581.92,60,10.37,1116.36,101643.45,22.13,22,13,1
3135.05,60,18.74,316.04,173393.45,21.72,6,10,0
14845.6,36,7.7,895.89,47842.18,14.78,6,26,1
19794.11,60,15.21,1120.07,129410.38,35.95,22,5,1
20622.21,60,17.26,923.85,113404.64,33.23,13,42,1
13321.5,36,8.23,1490.65,118314.48,31.16,9,36,1
29440.37,60,6.53,668.22,236985.85,31.14,8,29,1
35115.14,60,8.89,488.35,100276.88,33.95,8,31,1
37610.05,60,13.41,325.76,248074.65,36.76,10,19,1
32398.64,60,22.76,770.56,143829.97,32.84,24,37,1
34172.63,60,15.64,1283.15,213770.6,32.6,17,48,1
22471.27,36,19.97,1421.97,100238.8,26.41,23,35,0
33209.64,60,8.48,1458.92,39497.98,18.32,14,9,0
12836.65,60,7.12,811.13,39412.84,22.04,14,48,1
16540.67,36,9.79,919.73,152054.34,21.41,18,37,0
13359.61,36,11.28,884.86,233880.63,32.97,4,48,1
19228.11,36,15.96,714.98,36380.79,10.64,2,45,1
12137.61,36,22.62,253.79,178496.98,14.53,6,19,1
38502.85,60,13.52,126.22,149547.75,22.29,10,33,1
13200.94,60,15.38,671.86,170017.64,39.4,12,40,0
4823.74,60,5.09,303.67,69574.42,19.57,13,18,0
21545.87,60,5.67,1333.38,36216.96,5.06,13,24,1
3226.86,60,6.68,1149.7,37187.49,26.96,7,33,1
5311.18,60,18.98,939.06,76746.7,24.65,13,11,1
9556.19,60,14.72,99.7,69137.03,33.86,4,7,0
19109.66,36,8.86,944.7,49062.25,34.2,10,14,1
17896.79,60,16.85,942.97,80877.08,10.36,9,27,1
32187.98,36,15.89,675.64,142813.95,1.81,23,40,1
29839.51,36,6.78,996.9,238388.18,31.4,17,29,1
17626.41,36,17.81,1291.13,232121.81,26.1,24,36,0
14014.46,60,20.34,1144.24,,5.65,18,49,0
13342.28,60,10.73,725.95,35228.25,39.42,17,20,1
31185.81,36,18.75,415.56,248995.73,37.04,9,16,1
3030.82,60,8.99,732.42,129573.92,28.93,10,23,1
1500.04,60,20.13,1420.58,245009.24,2.15,19,12,0
32026.23,36,23.24,1235.38,143657.66,8.53,22,46,1
19608.71,36,13.84,69.75,223862.99,12.98,23,6,1
6104.36,60,9.89,1180.96,122860.75,2.24,6,10,1
10187.07,36,12.98,280.72,163065.29,33.1,14,40,1
37367.65,36,10.0,869.53,143220.27,3.06,24,30,1
34520.62,36,5.02,1215.58,70571.78,8.22,16,33,1
28681.62,60,18.01,855.09,195673.61,12.76,8,8,1
19806.78,60,5.85,623.68,32605.28,13.28,15,46,1
21292.62,36,9.21,502.26,103354.7,10.6,8,38,0
39034.54,36,19.45,478.5,220077.62,39.14,9,31,1
38665.05,60,18.31,1261.02,135617.27,38.43,20,40,1
9395.49,60,6.47,1242.82,37858.46,24.81,8,8,1
32633.08,60,18.2,1240.36,67731.96,5.0,4,37,1
8692.46,60,23.61,445.61,45217.09,28.27,12,33,0
9327.96,60,6.49,1204.41,83855.66,39.02,18,29,1
27367.63,60,13.31,83.85,58021.72,39.93,21,44,1
16795.04,36,19.59,333.49,183748.68,24.66,10,30,1
37330.23,36,18.35,786.32,171668.05,7.54,16,13,0
4471.38,36,9.53,627.92,51068.14,33.27,6,31,1
20949.5,60,8.26,194.48,122347.89,24.91,23,37,1
36822.34,36,20.68,91.33,88043.56,18.09,2,11,1
36260.43,36,24.12,928.42,97559.67,6.0,5,36,0
7104.64,36,20.35,490.82,152475.35,9.59,5,21,1
15298.87,36,24.26,53.46,226698.48,23.15,7,6,1
25145.73,36,17.1,663.42,226384.75,10.43,14,6,1
7216.4,36,23.58,480.95,,19.12,6,32,1
38752.86,36,18.81,877.61,110434.88,28.62,18,39,1
36675.22,60,23.18,1396.83,139134.45,39.49,20,23,1
7511.06,36,8.23,482.56,129046.45,1.76,19,40,0
5725.06,36,21.31,1495.79,34210.56,31.87,24,42,0
4330.93,60,8.93,156.49,153112.37,5.11,12,27,1
36468.3,36,5.55,159.77,154488.47,37.74,22,8,0
8551.33,60,15.35,1078.05,123577.6,30.8,24,30,1
17235.11,36,11.37,1130.49,115211.89,15.91,15,19,1
18505.2,60,5.87,651.62,235957.52,20.5,10,47,1
24361.43,36,24.61,450.49,158189.52,27.07,23,13,1
3797.68,36,18.33,1197.18,207744.27,22.44,22,38,1
9843.59,36,23.04,1435.67,239383.44,39.2,10,37,0
37328.13,36,24.98,1485.16,206323.39,39.95,2,17,1
36427.99,36,12.84,962.65,236885.3,2.28,6,11,0
31470.34,60,10.09,1117.97,194637.52,29.12,16,11,1
1756.65,36,8.68,1238.7,59127.72,29.87,21,44,1
13753.26,60,15.3,1204.34,72194.0,31.61,7,21,1
25490.39,36,17.12,1490.29,64595.91,36.68,23,30,1
11732.42,36,14.45,1221.33,94089.0,23.73,12,42,1
36473.88,36,12.75,1003.98,101648.34,10.18,2,39,0
25721.69,60,8.37,583.04,206571.86,26.87,12,49,1
3804.36,60,13.84,909.04,102995.95,12.92,10,8,1
36451.22,60,6.7,1324.13,187260.3,13.7,18,20,1
38352.9,60,22.3,479.06,227877.86,24.52,22,44,1
4030.78,60,5.94,75.06,46347.29,11.56,5,36,0
21762.05,36,12.61,510.96,20060.09,27.78,7,28,1
12831.21,36,7.0,1441.54,224391.48,34.12,10,24,1
16320.72,60,20.5,1197.28,74798.92,39.42,20,12,1
8006.4,60,11.25,305.1,55290.68,6.74,12,43,1
23544.81,36,7.26,47.64,87898.02,18.21,7,7,0
38361.19,36,15.63,1013.61,62786.0,29.63,20,12,1
20619.83,60,23.33,881.14,202539.96,23.1,24,38,1
4233.67,60,23.17,151.98,165936.84,2.58,20,18,1
25180.05,36,9.99,1450.01,58479.99,13.92,16,24,1
14268.7,60,19.39,938.16,154219.67,31.75,20,25,0
34381.08,36,5.61,987.74,67860.94,19.71,5,41,1
17952.45,60,7.64,1284.79,65437.87,27.77,12,7,1
8520.74,60,14.99,525.48,156952.81,25.62,8,13,1
8453.12,36,9.58,850.63,172878.02,37.73,12,30,0
30981.8,36,20.97,877.0,99626.47,34.33,7,23,1
11357.92,60,23.62,1452.01,195583.74,13.75,12,21,1
30922.1,36,5.09,223.29,212559.33,19.91,9,36,1
9029.61,60,9.66,1145.6,230759.17,19.06,20,7,1
13545.77,60,13.79,875.47,163993.78,11.16,19,28,1
19153.99,36,16.26,1272.71,70605.72,24.84,3,16,1
37784.64,36,23.32,1252.97,192146.9,10.42,6,20,1
37337.53,36,22.84,47.68,44804.54,6.39,16,17,1
9068.0,60,17.74,406.99,61679.42,4.41,13,29,1
14970.54,36,10.15,295.8,211541.27,11.46,2,34,1
6826.58,36,20.67,708.71,229490.77,18.93,16,43,1
20889.42,36,9.05,1360.77,35344.93,4.63,16,17,0
18962.72,60,24.3,37.36,91787.95,27.03,21,36,1
36129.65,36,5.12,747.64,164710.83,34.81,10,8,1
37270.21,36,16.4,1330.65,235888.98,17.08,18,42,1
15959.13,36,6.77,1391.53,151266.85,34.93,2,9,0
20177.78,36,13.15,996.23,208828.29,6.04,22,31,1
35953.21,60,17.7,1249.74,232233.68,3.1,15,14,1
32461.6,60,18.79,506.38,139379.86,32.55,2,24,1
1142.6,60,20.71,450.36,190303.4,38.99,16,44,1
13482.32,60,16.87,102.21,172354.97,13.62,24,44,1
17449.2,36,10.03,769.71,174413.31,26.29,20,8,1
9958.94,60,22.79,700.07,138925.33,26.18,7,14,1
8783.29,36,21.22,576.72,163334.08,27.42,13,5,1
2473.6,60,8.2,196.6,147506.14,22.89,12,7,1
26091.42,36,21.53,369.22,166680.89,10.26,24,25,1
11237.9,36,24.45,329.4,136195.49,3.23,14,44,0
3041.54,36,17.74,1417.63,71174.31,0.55,21,15,1
10008.19,60,10.64,1450.7,179532.24,7.21,2,38,1
32274.64,60,17.13,35.03,108327.29,4.8,11,41,0
34208.08,60,11.85,280.71,49380.55,1.53,9,29,1
19839.58,36,18.52,1336.51,215804.56,3.62,11,10,1
17226.76,60,15.9,86.36,61709.81,1.95,18,24,0
39136.29,36,23.59,1416.87,144363.06,21.92,14,24,1
8822.02,60,17.36,588.7,185857.0,2.29,10,42,1
9399.01,60,9.28,821.87,168971.56,39.85,14,44,1
12382.82,60,19.5,1152.81,56997.69,20.07,21,38,1
7737.54,60,11.02,388.54,64651.77,36.04,16,11,1
15795.26,60,10.45,177.99,54235.04,19.51,22,33,1
36522.53,36,12.84,1220.62,36685.85,5.44,10,6,1
24998.57,60,5.24,1477.4,85152.9,33.63,14,8,1
17065.92,60,24.38,998.4,140551.82,9.51,22,21,0
37442.02,60,15.65,1243.08,59778.7,1.62,14,25,1
2890.11,36,20.47,1413.73,243297.63,7.64,14,7,1
9200.77,60,10.16,366.01,180731.01,23.98,13,45,0
23069.66,60,19.93,545.1,154189.95,17.39,17,30,1
25006.55,36,16.34,351.97,176726.28,6.46,16,47,0
2542.74,60,13.48,120.82,120268.5,21.32,22,25,1
16718.51,36,24.41,1106.45,128078.88,38.12,6,24,1
26317.0,36,14.88,244.12,224392.94,29.06,4,44,1
28224.75,60,18.15,166.28,186046.07,2.77,5,32,1
25887.46,36,5.31,555.72,155282.97,12.79,18,11,0
13501.97,60,11.03,119.02,238548.89,27.7,24,27,1
4647.28,36,22.77,293.95,172407.5,5.61,9,21,1
17657.39,60,20.18,132.81,111698.72,21.55,5,35,1
6021.42,36,15.74,1319.6,30915.32,21.84,15,12,1
37957.32,36,23.0,1176.21,109855.5,3.54,12,45,1
19531.66,36,14.72,1293.49,232705.34,24.25,21,41,1
13373.11,60,16.33,1306.45,30269.47,36.0,10,12,1
30885.86,36,12.64,1418.43,,26.07,2,17,1
20420.0,60,17.4,304.38,206011.94,36.62,12,27,1
13091.33,60,11.38,1353.01,103939.61,24.54,5,19,1
32666.74,36,12.71,801.81,62756.7,30.07,21,29,1
34818.93,60,24.33,274.36,207602.98,35.7,10,25,1
27247.32,60,7.23,993.99,148441.12,18.53,17,32,1
2831.61,36,7.11,510.69,146146.6,6.32,23,11,1
23086.59,60,5.87,98.31,87570.54,4.77,20,29,1
30768.5,60,11.4,145.61,175280.98,38.14,3,14,1
6323.62,36,12.96,652.86,218220.0,21.88,9,45,0
9918.16,36,6.89,1244.93,192547.22,27.32,22,31,1
35417.31,36,15.98,487.21,160858.0,24.47,12,22,1
1784.75,36,16.67,1156.21,100619.49,22.6,14,34,1
30356.36,60,20.02,111.94,,22.38,21,35,1
19477.16,60,24.52,608.79,150204.75,18.92,16,19,0
18424.11,60,17.39,217.34,224604.5,35.38,17,19,1
1276.76,36,7.23,1299.42,78461.08,4.84,6,8,1
32956.53,60,6.77,1452.87,170487.97,28.63,17,40,0
15033.17,36,20.55,508.66,235093.45,27.23,5,10,0
22089.86,60,18.01,1483.63,106039.71,2.5,7,26,1
27414.73,36,8.24,1135.89,238791.26,8.68,9,8,0
28402.55,60,10.07,31.81,110266.27,31.51,5,27,0
38283.22,60,20.0,743.35,120668.25,9.35,10,35,0
21722.26,36,16.32,1256.13,205482.9,23.11,6,30,1
16589.06,60,16.7,814.8,79977.48,3.35,21,15,1
38194.44,60,9.2,838.44,182350.8,8.92,19,25,0
26042.3,60,17.58,688.12,88629.51,35.63,17,18,1
12627.86,60,20.41,610.71,156567.15,14.47,24,31,0
5932.11,36,22.71,70.27,198471.0,32.24,5,14,1
33859.63,60,19.73,943.95,26012.04,19.14,8,12,1
15125.08,36,16.53,1157.09,40349.73,12.89,15,8,1
26758.32,36,18.47,1191.56,234906.1,22.66,9,49,1
19361.84,36,14.7,948.22,207640.8,21.36,10,11,1
8758.26,60,9.54,531.68,221712.19,39.39,5,33,1
24465.78,36,22.64,63.24,120956.58,13.78,11,49,1
3366.64,36,15.65,1346.8,184760.93,26.15,4,29,1
17120.36,36,16.89,660.7,249603.3,27.58,12,42,1
22317.98,60,24.8,913.73,119482.18,25.05,16,5,1
18005.83,60,24.7,316.0,214759.36,19.17,16,20,1
30198.21,36,16.73,238.67,38235.09,31.34,19,7,1
33289.07,36,5.68,157.62,145088.42,30.73,3,47,1
31078.48,60,12.92,1204.18,96645.16,38.36,10,37,1
2513.7,36,23.75,980.3,140310.79,39.08,15,11,1
8571.02,60,10.77,943.1,46237.11,8.61,7,48,1
21927.69,36,24.99,1381.51,104566.84,26.18,21,44,1
37458.06,60,6.69,263.31,37601.84,34.26,6,19,0
33563.31,60,16.36,280.3,124211.42,38.49,6,12,1
33858.85,60,15.31,308.52,121612.82,5.71,6,29,1
12825.12,36,10.11,652.35,95833.33,37.96,2,5,1
17748.47,36,23.97,1315.11,238111.77,9.02,16,14,0
19357.53,60,17.38,1325.77,39074.72,22.9,11,20,1
7137.49,60,9.6,898.16,209722.09,26.17,5,16,1
2211.66,36,12.68,997.47,101633.24,35.18,3,29,0
37929.21,60,19.42,1349.71,65842.16,32.15,15,27,1
10387.79,36,10.95,947.6,82688.55,37.38,7,18,1
10358.01,60,22.59,367.81,227435.58,31.49,15,12,1
4251.78,60,8.31,1066.22,209726.68,13.55,12,12,1
37211.8,36,10.29,1161.74,23624.26,7.15,2,30,1
23609.75,36,7.9,963.96,53885.77,6.23,19,6,1
27014.44,60,7.08,432.15,175256.24,3.5,4,48,0
36551.5,36,11.01,617.88,93005.22,37.3,14,13,1
14479.19,60,24.98,721.77,231402.46,19.45,12,45,1
25238.79,36,6.89,243.59,200895.38,38.61,6,24,1
2513.18,60,9.26,694.77,221258.92,31.0,6,42,1
8284.13,36,10.43,266.96,64360.21,38.15,7,27,1
33418.59,36,17.38,764.19,54662.2,34.74,13,18,1
30903.97,60,19.91,104.69,234343.89,23.33,6,42,0
14675.06,60,20.04,1424.34,112964.63,9.03,2,32,1
15695.61,60,5.17,392.13,115614.84,10.16,10,35,0
21808.62,60,18.04,716.51,177451.25,14.86,5,32,1
1009.4,60,17.61,78.15,,0.97,11,38,1
10408.53,60,15.35,313.3,221294.01,26.67,22,6,1
9121.04,36,12.58,1049.07,240587.22,22.21,14,7,1
10768.83,60,20.95,194.35,96479.37,4.04,16,41,1
32430.33,60,11.88,953.38,67853.26,33.0,8,35,1
11907.28,60,9.6,33.04,37320.29,32.91,5,20,1
8469.33,60,11.2,713.56,69303.44,4.74,20,33,1
20666.27,36,13.79,1090.38,52072.45,8.16,12,49,1
34760.16,60,9.28,1391.65,26697.68,10.02,16,11,1
10412.64,60,17.15,754.47,30731.25,21.03,10,48,1
4062.91,36,22.68,1265.58,137153.66,37.8,23,49,1
14899.78,36,16.91,1209.81,182792.58,26.61,23,46,0
30158.42,60,13.93,464.78,246149.37,27.24,4,42,1
22476.93,36,20.94,1315.86,55806.5,11.66,9,15,1
32854.94,60,19.96,971.22,180592.86,24.97,7,22,1
38424.09,36,12.34,183.15,147419.29,8.45,12,49,1
31913.84,36,17.08,1410.5,129968.85,28.44,23,30,1
24548.32,36,19.6,289.71,186023.3,9.39,15,17,1
20240.32,36,9.91,721.43,74890.72,0.56,22,40,1
2562.69,36,12.33,715.56,91597.1,20.95,2,47,1
39388.56,60,7.12,949.1,108460.58,11.92,5,6,1
15955.76,60,24.75,1007.49,61951.13,25.16,13,37,1
6936.9,36,6.72,372.37,130082.94,29.84,19,32,1
27001.65,36,8.37,548.09,50329.31,32.55,13,26,1
12087.24,36,14.6,242.55,93172.93,39.26,9,27,1
23845.35,60,22.31,215.24,46027.33,22.22,13,27,0
23883.95,60,12.12,1242.85,28253.08,19.3,12,41,1
18383.46,60,20.37,1133.56,101698.29,9.82,22,48,0
33608.63,36,18.52,680.74,162036.6,29.87,23,43,0
11333.72,60,17.77,170.99,54934.72,19.31,18,35,0
18496.67,36,21.9,691.38,248495.16,13.08,2,27,1
21969.99,36,5.28,462.85,83100.12,17.28,2,12,1
26881.36,36,23.58,1173.54,25219.8,14.82,22,35,0
31574.9,36,21.58,172.06,26447.9,39.14,7,21,1
16397.48,60,23.76,693.51,,9.05,20,38,1
26195.83,60,20.87,899.34,174070.18,16.58,4,49,1
6873.83,36,22.57,1479.02,227621.66,12.29,10,27,0
37373.28,36,9.06,161.72,40893.5,6.87,7,43,1
15939.29,36,11.38,197.52,106564.78,11.98,16,45,1
29451.34,36,11.3,1482.43,224532.81,19.57,13,29,1
1793.3,36,7.18,626.27,203465.78,25.26,18,32,1
9002.3,36,19.59,1123.26,73693.44,24.67,2,19,1
19996.22,60,7.72,1181.71,224692.48,30.91,11,25,1
35251.85,60,6.05,492.4,176587.8,2.85,14,10,0
21562.95,60,20.51,345.02,80792.92,12.57,10,12,1
37264.95,36,23.09,435.85,30309.61,14.1,2,37,1
19868.08,60,20.28,1153.66,134411.94,27.69,11,25,0
20127.51,60,21.51,1265.5,184007.85,8.3,3,25,0
5670.12,60,16.91,1058.27,81788.16,8.57,5,14,1
32303.59,60,22.75,678.6,58809.28,3.81,10,44,1
10631.65,60,14.93,415.97,37314.68,21.33,6,8,1
36084.89,36,24.77,655.12,213665.67,29.07,17,13,1
36522.14,36,7.07,1374.35,32588.23,27.91,8,34,1
37789.09,36,21.18,1298.9,160162.87,29.71,20,32,1
21288.99,60,17.83,505.36,195545.94,6.78,19,34,1
27406.66,36,16.61,512.07,199510.83,23.46,8,27,0
31362.12,60,19.52,1176.56,170350.98,3.73,10,28,1
6109.57,36,21.81,657.06,170143.07,38.67,23,14,0
24437.33,60,22.26,871.9,129041.14,4.2,5,42,0
2337.62,60,8.51,650.81,115842.58,35.1,10,23,1
20405.08,36,8.94,386.24,51591.6,1.54,11,46,1
7038.86,36,5.32,307.62,143131.37,21.25,7,37,1
8133.99,60,7.64,235.13,36336.87,34.11,21,29,1
15236.86,60,10.28,46.79,127685.35,25.38,5,25,1
17865.05,36,19.42,442.51,188107.17,19.75,6,24,1
25303.72,36,14.52,281.97,121858.49,5.09,10,20,1
3902.71,60,20.16,409.19,136905.09,26.37,9,6,1
20643.98,36,14.73,141.43,213707.35,24.09,2,40,1
8122.38,36,16.11,532.09,168713.93,18.35,4,41,1
23385.03,36,7.22,794.34,49347.2,9.4,16,15,1
25858.78,36,20.53,1418.52,144875.53,8.8,4,11,1
22711.66,60,20.16,540.2,103852.34,38.8,20,24,1
29793.52,60,11.15,75.6,67571.49,38.6,20,45,0
14088.76,60,11.57,562.68,169032.8,37.48,13,11,1
30839.16,36,9.39,1231.32,108895.76,20.64,4,15,1
17877.92,60,21.28,530.02,196480.59,39.53,17,45,1
19883.2,60,19.94,458.84,154895.18,11.9,19,31,1
26275.98,36,17.18,1380.92,43979.02,17.08,16,37,1
1715.98,36,9.78,466.93,100580.33,6.97,20,12,1
26505.77,60,8.44,1456.28,82063.87,18.56,6,12,1
25124.82,60,6.01,1253.97,54493.69,7.4,24,5,1
13084.04,36,5.91,1035.85,204050.49,2.65,5,36,1
4345.98,36,8.74,909.54,107061.6,0.4,14,35,1
4546.48,36,7.01,360.43,161049.53,15.14,2,7,0
37005.73,36,16.12,1103.69,222862.79,35.9,24,25,1
27881.89,36,12.16,540.29,,17.5,2,9,1
5957.0,60,13.9,743.89,79358.53,25.82,8,48,1
14912.2,60,16.88,182.98,201857.5,32.72,19,42,1
24106.84,60,18.18,465.35,120223.61,22.12,12,18,0
33587.3,60,17.96,807.81,149682.4,22.53,20,28,1
2702.78,36,10.22,718.02,227479.14,20.97,24,36,1
10228.69,36,21.19,534.96,132533.29,5.0,3,20,1
35700.21,60,23.35,723.74,96979.67,25.43,22,17,0
1357.46,36,11.32,1125.04,187300.52,28.93,13,28,1
8854.57,60,5.34,705.21,50705.1,0.01,17,13,0
38401.94,60,22.98,774.05,230156.57,3.33,3,20,1
24922.67,60,23.47,1060.68,230575.67,21.67,18,47,1
11205.18,60,6.02,1267.17,153263.69,33.56,12,48,1
3612.65,60,5.1,804.49,,21.32,12,49,0
2099.46,60,21.33,1423.82,123980.95,17.38,8,44,1
10545.06,36,11.03,549.57,117360.16,37.47,9,29,1
35377.95,36,23.29,401.26,88612.14,3.05,2,19,0
17220.63,60,9.33,1048.84,60273.03,5.53,23,34,1
29093.0,60,22.22,288.35,80649.98,27.41,8,46,1
36813.12,60,6.37,1352.95,,4.35,14,17,1
16913.58,36,10.21,598.26,177712.56,,22,48,1
8459.82,36,24.46,1056.28,245307.12,34.88,3,25,0
21167.6,36,9.62,868.17,69624.43,8.41,6,42,1
36415.26,60,7.66,109.95,66923.73,24.9,9,19,1
32370.6,36,22.14,1072.35,46917.67,15.87,18,5,0
3567.36,60,7.36,1191.31,235968.5,5.47,23,20,1
28010.34,36,6.95,1474.23,107825.29,15.44,23,33,1
23304.0,60,11.47,641.71,232515.58,,16,27,0
36391.06,60,17.71,769.31,224570.16,25.15,24,23,0
5776.78,60,19.21,1316.05,30114.41,6.14,4,39,1
21827.41,36,22.62,425.72,84347.37,1.49,3,31,0
35299.05,36,15.82,308.04,89580.27,24.24,23,38,1
16990.93,36,12.87,225.38,83789.82,2.62,5,47,1
19797.8,60,12.18,1468.03,117827.24,6.15,12,11,0
3747.97,60,21.94,427.43,134840.81,39.26,6,16,1
11847.6,36,19.48,1143.37,194385.87,0.91,21,44,1
13655.76,36,23.11,691.01,81571.67,25.69,19,14,0
37859.78,60,24.28,383.65,88711.73,5.55,4,26,1
12024.03,60,11.0,1372.6,157679.3,32.85,16,37,0
18973.88,36,15.59,711.8,61231.86,23.27,6,16,1
27180.87,60,17.64,861.95,128834.36,18.9,4,32,1
7325.15,36,8.28,357.07,77726.57,18.42,16,25,1
19971.25,36,6.07,506.5,65537.72,26.84,3,44,0
29803.02,60,22.36,1129.1,203000.21,33.55,10,42,0
34807.35,36,15.71,534.28,182638.24,0.28,8,19,1
25424.11,36,16.42,773.76,77456.9,0.81,17,36,1
27093.09,60,16.1,198.1,115489.91,10.9,9,10,0
5925.06,36,20.1,1279.6,55471.53,29.53,22,37,1
37885.28,36,7.91,1114.24,32228.74,7.75,13,23,1
6170.39,60,17.28,1148.29,154600.65,16.27,20,38,0
31212.24,60,14.39,291.93,103619.68,20.3,9,34,1
11327.84,36,22.94,757.88,67667.78,14.92,14,31,1
37410.13,36,15.39,70.49,46359.41,18.59,18,30,1
29078.42,60,23.86,493.18,176406.39,31.95,5,27,1
30398.73,60,12.07,541.59,82435.8,9.17,19,32,1
9543.31,36,24.34,1373.12,228699.45,13.07,19,8,1
18278.56,36,22.5,1489.39,64345.3,21.06,2,15,0
25094.71,36,16.69,938.09,76068.28,34.6,17,25,1
31028.97,36,12.07,789.65,215898.97,8.21,21,13,1
5054.42,60,12.52,676.93,151659.07,20.99,16,16,1
38532.25,60,20.46,56.9,44927.09,35.03,5,42,0
35718.61,60,16.61,1206.17,146375.84,4.5,3,5,1
11543.6,60,13.03,1017.58,90869.45,28.86,14,16,1
33087.65,36,17.72,984.45,189496.59,8.95,3,27,1
21214.63,60,19.66,1219.29,37891.73,6.94,10,45,1
19010.45,36,5.46,1394.24,231113.68,9.45,23,10,1
13262.93,36,6.8,602.61,129986.59,20.11,14,36,1
23657.77,60,6.89,656.81,188885.59,24.14,24,43,1
29465.68,60,9.64,1463.45,,7.77,24,32,1
17026.38,36,13.54,1006.7,60997.7,4.48,17,14,1
25539.55,60,21.07,1281.49,222421.45,18.11,17,20,1
28273.2,36,12.02,355.71,73521.3,2.3,7,24,1
28733.75,36,5.35,496.1,63830.48,21.56,21,26,1
3026.68,60,14.67,605.66,139747.63,27.31,7,46,1
34530.16,36,24.93,495.89,246445.74,37.83,11,28,1
18871.88,60,11.98,1329.84,92080.75,5.72,10,34,0
11234.23,60,24.23,781.92,241823.78,17.33,9,18,1
10428.82,60,7.03,1431.86,120070.98,10.27,21,30,1
19837.55,36,8.46,502.34,211975.42,8.72,16,12,1
35586.43,60,19.48,84.75,141896.4,20.78,18,30,1
15755.56,36,15.02,232.95,,5.74,17,26,1
30239.3,60,20.3,349.09,222398.45,0.62,7,44,1
4775.93,36,22.27,970.76,36552.24,6.49,20,16,0
19566.21,36,10.02,296.2,177033.53,13.42,19,13,1
39675.76,36,18.66,590.8,211074.45,0.44,2,34,1
31047.07,36,17.15,1199.22,211365.86,34.29,3,41,1
9210.61,36,22.23,213.4,170718.8,23.34,4,22,1
20556.22,60,13.6,148.31,77729.4,1.09,19,44,1
10111.37,36,6.04,823.76,142283.35,9.14,23,39,1
16972.88,60,16.48,1056.16,164793.35,26.57,14,24,1
31423.28,60,24.18,1369.1,224629.7,1.2,4,16,1
31077.77,60,5.29,1003.11,56723.64,15.08,20,45,0
9895.91,60,9.81,1420.88,126931.47,3.87,14,48,0
36966.71,36,11.32,389.45,96621.27,15.66,18,41,1
24110.16,60,20.32,532.48,118373.85,38.72,12,48,1
15817.05,60,11.47,1263.79,62101.35,18.2,11,43,1
20575.49,60,9.78,1222.25,70009.1,24.55,6,34,1
24597.78,60,17.97,1007.39,197065.26,16.34,5,7,1
22835.73,60,5.93,773.86,130026.56,12.6,19,12,0
19969.8,60,8.41,56.04,,24.42,3,46,1
20692.38,36,13.16,442.25,226419.96,24.83,4,32,1
7880.06,36,12.11,262.76,75195.31,24.61,8,43,1
32696.58,36,11.94,105.23,95732.46,1.07,9,5,0
22128.65,60,7.17,1170.84,90981.77,27.86,18,21,1
6112.11,60,12.22,223.03,171624.77,27.03,2,19,1
30880.13,60,20.96,555.4,149363.67,2.81,12,21,0
37365.32,36,13.28,1466.86,128455.26,7.61,23,16,1
37944.97,60,16.72,631.46,173636.4,20.81,15,44,1
15391.69,60,8.27,238.01,131301.29,14.43,22,23,1
6285.16,36,6.39,1043.95,207670.19,23.04,21,29,1
21217.59,60,22.6,1220.61,114355.92,30.42,10,49,1
5391.76,36,11.63,440.35,224839.75,21.92,3,42,1
37425.51,60,12.01,1219.75,47514.91,18.36,20,7,1
8159.61,60,22.55,429.14,41608.06,10.55,3,28,1
10857.87,60,19.16,1048.87,170811.35,24.62,24,7,1
16858.82,36,20.13,213.46,109632.35,33.09,17,49,1
15943.41,60,18.64,658.9,124814.3,10.5,24,47,1
31991.85,36,7.12,795.13,180084.29,31.53,16,16,0
18796.36,60,24.16,1096.17,69344.06,,13,12,1
7659.96,36,23.18,985.55,30103.43,4.47,5,36,1
11421.19,60,9.72,1284.41,120944.52,36.43,8,26,1
20855.42,36,21.08,300.91,225786.83,27.27,12,18,1
6750.7,36,13.19,1002.03,123669.71,33.64,17,20,1
